,product,stars,comment,productlink
4257,iPhone XR в корпусе 13 Pro,5,Не дорогая Посоветую данную модель подросткам от 15 до 18 лет  очень достойная,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
634,iPhone 8,5,понравилась,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
5189,iPhone 11,5,все супер,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
2123,iPhone 13 128gb новый,3,Просто мой любимый номер 13,/catalog/phones/apple/iphone_13/reviews-ASgBAgICA0SywA3svcgBtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLU3MjIwMBEyboWEAAA__8PFBrfQAAAAA&item_id=2695722004
14,iPhone 14 Pro 128GB золотой,5,очень давно хотела айфон и вот,/catalog/phones/apple/iphone_14_pro/reviews-ASgBAgICA0SywA3OjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MTYyNTY1MxEyboWEAAA__9O2KZXQAAAAA&item_id=2543253564
3139,iPhone X,5,На мой взгляд айфон Х очень удобный,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
1791,iPhone 12 Mini,5,Маленький сам по себе ,/catalog/phones/apple/iphone_12_mini/reviews-ASgBAgICA0SywA3MgTy0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDcyNzIwMJUyboWEAAA___IT4ddQAAAAA&item_id=2507272085
4336,iPhone XR в корпусе 13 Pro,5,Не дороговсем,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
4275,iPhone XR в корпусе 13 Pro,3,Импаоппи,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
3542,iPhone XR в корпусе 13 Pro,5,Хороший экран обьем памяти качество фото,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
1861,iPhone 12 Mini,4,долго держит заряд,/catalog/phones/apple/iphone_12_mini/reviews-ASgBAgICA0SywA3MgTy0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDcyNzIwMJUyboWEAAA___IT4ddQAAAAA&item_id=2507272085
56,iPhone 14 Pro 128GB золотой,2,Выбрала эту модель в спешке мне понравилась новая челка анимация также казалось что ПРО это круче а на деле оказалось полное Г,/catalog/phones/apple/iphone_14_pro/reviews-ASgBAgICA0SywA3OjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MTYyNTY1MxEyboWEAAA__9O2KZXQAAAAA&item_id=2543253564
5068,"iPhone 14 Pro Max 256GB, чёрный",5,работаспособность лучше,/catalog/phones/apple/iphone_14_pro_max/reviews-ASgBAgICA0SywA3YjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1NTQwMDEwtBUyboWEAAA__90Z26HQAAAAA&item_id=2551004815
3689,iPhone XR в корпусе 13 Pro,5,Телефон в некоторых параметрах хуже альтернативных моделей X и XS однако превосходит их во времени автономной работы что и стало решающим фактором при выборе Если нужна автономность то это идеальный вариант среди всех моделей apple если не считать самых последних моделей где достигли аналогичных или лучших показателей,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
6337,iPhone 11,4,брите икс ар или 12,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
3914,iPhone XR в корпусе 13 Pro,4,Потому что,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
6723,iPhone 11,5,Производительность,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
1783,iPhone 12 Mini,5,Ничего,/catalog/phones/apple/iphone_12_mini/reviews-ASgBAgICA0SywA3MgTy0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDcyNzIwMJUyboWEAAA___IT4ddQAAAAA&item_id=2507272085
5674,iPhone 11,5,хотел отличный телефон,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
1825,iPhone 12 Mini,5,комплект побогаче хотя бы блок питания,/catalog/phones/apple/iphone_12_mini/reviews-ASgBAgICA0SywA3MgTy0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDcyNzIwMJUyboWEAAA___IT4ddQAAAAA&item_id=2507272085
5919,iPhone 11,4,хороший надежный телефон,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
5717,iPhone 11,5,посоветовать данный телефон могу каждому он подходит как и детям так и взрослым людям очень удобен и прост в использовании,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
5951,iPhone 11,5,лучшая,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
6795,iPhone 11,4,Никак не выбирал телефон подарили не понравился Советовать не стал бы к приобретению,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
3567,iPhone XR в корпусе 13 Pro,5,Студентам,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
3650,iPhone XR в корпусе 13 Pro,5,Купил эту модельтк ценакачество на рынке бу  это лучшее что можно приобрести Удивил динамиккоторый играет с басами Советую всемкто страдает с лагающими андройдами и кто хочет стабильное устройствочтобы позвонить и посидеть в интернетахкрутые игры на него не ставилтак что по поводу производительности в них ничего не могу добавить,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
3589,iPhone XR в корпусе 13 Pro,5,я выбрал эту модель потому что она самая хорошая и более качественный,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
3901,iPhone XR в корпусе 13 Pro,5,все четко,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
4639,iPhone XR в корпусе 13 Pro,5,Советую брат тем кто просто не хочет тратит много денег,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
5336,iPhone 11,5,Всем посоветую,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
6453,iPhone 11,5,всем подойдет,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
1066,iPhone 8,5,Девушкам подросткам,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
759,iPhone 8,5,Она была флагманом,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
3350,iPhone X,5,Бюджетная и в то же время крутая модель 11 стоит в 2 раза дороже нет смысла 7ка там кнопка и дисплей не очень,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
5751,iPhone 11,5,Просто стандарт,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
2628,iPhone X,4,Рабочая понторезка не больше но если без ремонтная поменять АКБ и ещё пару лет побегает Но на современное время в нем хороши только экран при условии оригинальности и Face ID в остальном старенький Посоветовать могу студентам со стипендией на кармане 5000р и просто если не нужен супер быстрый iPhone но лучше посмотреть в сторону Xs,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
3342,iPhone X,5,Отличный аппарат за свои деньги,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
144,iPhone 14 Pro 128GB золотой,5,Хочу добавить ещё один телефон Теперь уже Max ВСЕМ РЕКОМЕНДУЮ,/catalog/phones/apple/iphone_14_pro/reviews-ASgBAgICA0SywA3OjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MTYyNTY1MxEyboWEAAA__9O2KZXQAAAAA&item_id=2543253564
4332,iPhone XR в корпусе 13 Pro,5,Всем кто не хочет переплачивать за лишний функционал,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
5077,"iPhone 14 Pro Max 256GB, чёрный",5,модель суперхочу купить мужу,/catalog/phones/apple/iphone_14_pro_max/reviews-ASgBAgICA0SywA3YjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1NTQwMDEwtBUyboWEAAA__90Z26HQAAAAA&item_id=2551004815
4263,iPhone XR в корпусе 13 Pro,5,Просто лучший телефон за свои деньгиминусов нетсоветую всем,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
5150,iPhone 11,5,Посоветую эту модель людям которые не любят переплачивать,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
1835,iPhone 12 Mini,5,Размер хороший,/catalog/phones/apple/iphone_12_mini/reviews-ASgBAgICA0SywA3MgTy0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDcyNzIwMJUyboWEAAA___IT4ddQAAAAA&item_id=2507272085
3590,iPhone XR в корпусе 13 Pro,5,Советую всем,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
2630,iPhone X,5,Советую уже наверно старшему поколению потому что он недорогой относительно новых айфонов и достаточно долго будет обновляться,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
6288,iPhone 11,5,Все отлично,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
5148,iPhone 11,5,Как говорилка телефон сейчас как никак актуален,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
4908,"iPhone 14 Pro Max 256GB, чёрный",5,ничего все и так хорошо,/catalog/phones/apple/iphone_14_pro_max/reviews-ASgBAgICA0SywA3YjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1NTQwMDEwtBUyboWEAAA__90Z26HQAAAAA&item_id=2551004815
2069,iPhone 12 Mini,4,Хороший телефон со слабой батарейкой,/catalog/phones/apple/iphone_12_mini/reviews-ASgBAgICA0SywA3MgTy0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDcyNzIwMJUyboWEAAA___IT4ddQAAAAA&item_id=2507272085
905,iPhone 8,5,Актуальная и приемлемая по цене на тот момент модель айфона,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
4959,"iPhone 14 Pro Max 256GB, чёрный",5,у неё большая память размер цены да и ребёнок во мне бился хотелазаумж войти,/catalog/phones/apple/iphone_14_pro_max/reviews-ASgBAgICA0SywA3YjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1NTQwMDEwtBUyboWEAAA__90Z26HQAAAAA&item_id=2551004815
5270,iPhone 11,5,Всем рекомендую телефоны Apple в первую очередь они просты в использовании хорошие у них процессоры как написала ранее они превосходят все остальные бренды телефонов,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
2500,iPhone X,5,Понравился,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
5775,iPhone 11,5,Ценакачество соответсвует,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
6429,iPhone 11,5,Три камеры,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
2835,iPhone X,4,Если пользоваться аккуратно то нормально,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
441,iPhone 8,5,Отлично,/catalog/phones/apple/iphone_8/reviews-ASgBAgICA0SywA20sDi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MDc1MTQ0thMyboWEAAA__9I8OvEQAAAAA&item_id=2507541936
4051,iPhone XR в корпусе 13 Pro,5,На тот момент самый сбалансированный телефон и цена приемлемая,/catalog/phones/apple/iphone_xr/reviews-ASgBAgICA0SywA2W5Ti0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIxMzI1NzEwNhcyboWEAAA___Jo9YSQAAAAA&item_id=2462574037
2115,iPhone 13 128gb новый,5,Посоветую друзьямкорпус классный ,/catalog/phones/apple/iphone_13/reviews-ASgBAgICA0SywA3svcgBtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLU3MjIwMBEyboWEAAA__8PFBrfQAAAAA&item_id=2695722004
3073,iPhone X,5,Хорошая модель,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
5609,iPhone 11,5,совокупность характеристик советую всем,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
89,iPhone 14 Pro 128GB золотой,5,Очень качественная камера,/catalog/phones/apple/iphone_14_pro/reviews-ASgBAgICA0SywA3OjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MTYyNTY1MxEyboWEAAA__9O2KZXQAAAAA&item_id=2543253564
6255,iPhone 11,5,Хороший модель,/catalog/phones/apple/iphone_11/reviews-ASgBAgICA0SywA2kmzm0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnIzNLSyNLEyMBIyboWEAAA__91ZqjZQAAAAA&item_id=2699294202
2794,iPhone X,5,Идеальный телефон за 25к,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
3034,iPhone X,5,шикарный вид советую всем кто не любит лапаты,/catalog/phones/apple/iphone_x/reviews-ASgBAgICA0SywA2q2zi0wA3OqznQvA6u8tsC?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI2MDIwsDM2NJYyboWEAAA__86gqihQAAAAA&item_id=2302806393
365,iPhone 14 Pro Deep Purple 256,5,Новый и цвет любимый,/catalog/phones/apple/iphone_14_pro/reviews-ASgBAgICA0SywA3OjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1MLQwtLC0NJUyboWEAAA__8947I4QAAAAA&item_id=2581898195
4760,"iPhone 14 Pro Max 256GB, чёрный",1,андроид платформу,/catalog/phones/apple/iphone_14_pro_max/reviews-ASgBAgICA0SywA3YjuUQtMANzqs50LwOrvLbAg?context=H4sIAAAAAAAA_0q0MrKqLraysFJKK8rPDUhMT1WyLrYysVLKLEnNBTHNIcz4zBQQz9DASsnI1NTQwMDEwtBUyboWEAAA__90Z26HQAAAAA&item_id=2551004815
